"","coords","all","natural","current","threatened","missing"
"13587","-3811207.75277778_-710616.971830986",28,27,7,1,4
"13588","-3714721.48055555_-710616.971830986",30,29,7,1,5
"13589","-3618235.20833333_-710616.971830986",31,30,7,1,3
"13590","-3521748.93611111_-710616.971830986",32,31,7,1,4
"13591","-3425262.66388889_-710616.971830986",27,26,6,0,4
"13592","1206078.40277778_-710616.971830986",31,31,24,5,7
"13593","1302564.675_-710616.971830986",33,33,25,5,8
"13594","1399050.94722222_-710616.971830986",28,28,22,3,6
"13595","1495537.21944444_-710616.971830986",28,28,20,1,8
"13596","1592023.49166667_-710616.971830986",27,27,20,1,7
"13597","1688509.76388889_-710616.971830986",27,27,20,1,7
"13598","1784996.03611111_-710616.971830986",27,27,20,1,7
"13599","1881482.30833333_-710616.971830986",27,27,19,1,8
"13600","1977968.58055555_-710616.971830986",27,27,19,1,8
"13601","2074454.85277778_-710616.971830986",25,25,17,1,8
"13602","2170941.125_-710616.971830986",26,26,19,1,7
"13603","2267427.39722222_-710616.971830986",27,27,20,1,7
"13604","2363913.66944445_-710616.971830986",30,30,23,2,7
"13605","2460399.94166667_-710616.971830986",30,30,22,2,8
"13606","2556886.21388889_-710616.971830986",30,30,20,2,10
"13607","2653372.48611111_-710616.971830986",31,31,22,3,9
"13608","2749858.75833333_-710616.971830986",37,37,26,3,11
"13609","2846345.03055555_-710616.971830986",48,48,39,8,6
"13610","2942831.30277778_-710616.971830986",48,48,42,9,1
"13611","3039317.575_-710616.971830986",48,48,39,8,2
"13612","3135803.84722222_-710616.971830986",47,47,38,7,2
"13613","3232290.11944444_-710616.971830986",47,47,37,6,3
"13614","3328776.39166667_-710616.971830986",51,51,40,7,4
"13615","3425262.66388889_-710616.971830986",50,50,37,6,5
"13616","3521748.93611111_-710616.971830986",55,55,42,5,5
"13617","3618235.20833333_-710616.971830986",53,53,41,6,4
"13618","3714721.48055556_-710616.971830986",49,49,37,5,5
"13619","3811207.75277778_-710616.971830986",35,35,26,1,9
"13620","9889842.90277778_-710616.971830986",2,1,2,1,0
"13621","9986329.175_-710616.971830986",19,18,8,5,8
"13622","10082815.4472222_-710616.971830986",22,21,15,10,4
"13623","10179301.7194444_-710616.971830986",26,25,11,6,9
"13624","10275787.9916667_-710616.971830986",14,13,4,0,5
"13625","10372274.2638889_-710616.971830986",13,12,4,0,5
"13626","10468760.5361111_-710616.971830986",1,0,1,0,0
"13627","10661733.0805556_-710616.971830986",1,0,1,0,0
"13628","10854705.625_-710616.971830986",3,2,3,2,0
"13629","11047678.1694444_-710616.971830986",1,0,1,0,0
"13630","11337136.9861111_-710616.971830986",1,0,1,0,0
"13631","11433623.2583333_-710616.971830986",1,0,1,0,0
"13632","11530109.5305556_-710616.971830986",6,5,3,1,1
"13633","11626595.8027778_-710616.971830986",6,5,3,1,1
"13634","11723082.075_-710616.971830986",2,1,2,0,0
"13635","11819568.3472222_-710616.971830986",6,5,4,2,1
"13636","11916054.6194444_-710616.971830986",6,5,4,2,1
"13637","12012540.8916667_-710616.971830986",1,0,1,0,0
"13638","12301999.7083333_-710616.971830986",1,0,1,0,0
"13639","12687944.7972222_-710616.971830986",1,0,1,0,0
"13640","12784431.0694444_-710616.971830986",1,0,1,0,0
"13641","12880917.3416667_-710616.971830986",1,0,1,0,0
"13642","12977403.6138889_-710616.971830986",1,0,1,0,0
"13643","13266862.4305556_-710616.971830986",1,0,1,0,0
"13644","13363348.7027778_-710616.971830986",1,0,1,0,0
"13645","13459834.975_-710616.971830986",1,0,1,0,0
"13646","13556321.2472222_-710616.971830986",4,3,1,0,0
"13647","13652807.5194444_-710616.971830986",5,4,1,0,0
"13648","13749293.7916667_-710616.971830986",5,4,1,0,0
"13649","13845780.0638889_-710616.971830986",5,4,1,0,0
"13650","13942266.3361111_-710616.971830986",5,4,1,0,0
"13651","14038752.6083333_-710616.971830986",5,4,1,0,0
"13652","14135238.8805556_-710616.971830986",4,3,1,0,0
"13653","14231725.1527778_-710616.971830986",4,3,1,0,0
"13654","14328211.425_-710616.971830986",1,0,1,0,0
"13655","14424697.6972222_-710616.971830986",1,0,1,0,0
"13656","14521183.9694444_-710616.971830986",1,0,1,0,0
"13657","14617670.2416667_-710616.971830986",1,0,1,0,0
"13658","14714156.5138889_-710616.971830986",1,0,1,0,0
"13659","14907129.0583333_-710616.971830986",1,0,1,0,0
"13660","15003615.3305556_-710616.971830986",1,0,1,0,0
"13661","15389560.4194444_-710616.971830986",1,0,1,0,0
"13662","-7863631.18611111_-807131.929577465",5,4,2,0,3
"13663","-7767144.91388889_-807131.929577465",6,5,3,0,3
"13664","-7670658.64166667_-807131.929577465",13,12,10,5,1
"13665","-7574172.36944444_-807131.929577465",14,13,10,4,2
"13666","-7477686.09722222_-807131.929577465",29,28,14,7,2
"13667","-7381199.825_-807131.929577465",31,30,16,7,2
"13668","-7284713.55277778_-807131.929577465",29,28,16,7,0
"13669","-7188227.28055556_-807131.929577465",27,26,14,6,0
"13670","-7091741.00833333_-807131.929577465",27,26,14,6,0
"13671","-6995254.73611111_-807131.929577465",27,26,14,6,0
"13672","-6898768.46388889_-807131.929577465",29,28,14,6,0
"13673","-6802282.19166667_-807131.929577465",29,28,14,6,0
"13674","-6705795.91944444_-807131.929577465",30,29,14,6,0
"13675","-6609309.64722222_-807131.929577465",30,29,14,6,0
"13676","-6512823.375_-807131.929577465",30,29,14,6,0
"13677","-6416337.10277778_-807131.929577465",30,29,14,6,0
"13678","-6319850.83055556_-807131.929577465",33,32,14,6,0
"13679","-6223364.55833333_-807131.929577465",33,32,14,6,0
"13680","-6126878.28611111_-807131.929577465",33,32,14,6,0
"13681","-6030392.01388889_-807131.929577465",32,31,13,5,0
"13682","-5933905.74166667_-807131.929577465",32,31,13,5,0
"13683","-5837419.46944444_-807131.929577465",33,32,13,5,0
"13684","-5740933.19722222_-807131.929577465",33,32,13,5,0
"13685","-5644446.925_-807131.929577465",33,32,13,5,0
"13686","-5547960.65277778_-807131.929577465",35,34,13,5,0
"13687","-5451474.38055556_-807131.929577465",39,38,13,5,0
"13688","-5354988.10833333_-807131.929577465",41,40,13,5,0
"13689","-5258501.83611111_-807131.929577465",41,40,13,5,0
"13690","-5162015.56388889_-807131.929577465",46,45,12,5,2
"13691","-5065529.29166667_-807131.929577465",46,45,13,5,1
"13692","-4969043.01944445_-807131.929577465",44,43,13,5,1
"13693","-4872556.74722222_-807131.929577465",46,45,14,5,1
"13694","-4776070.475_-807131.929577465",46,45,14,5,1
"13695","-4679584.20277778_-807131.929577465",45,44,13,4,1
"13696","-4583097.93055556_-807131.929577465",45,44,13,4,1
"13697","-4486611.65833333_-807131.929577465",44,43,13,4,0
"13698","-4390125.38611111_-807131.929577465",47,46,14,4,2
"13699","-4293639.11388889_-807131.929577465",39,38,11,3,2
"13700","-4197152.84166667_-807131.929577465",37,36,10,3,1
"13701","-4100666.56944444_-807131.929577465",36,35,10,3,1
"13702","-4004180.29722222_-807131.929577465",36,35,10,3,1
"13703","-3907694.025_-807131.929577465",33,32,7,1,4
"13704","-3811207.75277778_-807131.929577465",33,32,7,1,4
"13705","-3714721.48055555_-807131.929577465",34,33,7,1,5
"13706","-3618235.20833333_-807131.929577465",32,31,7,1,3
"13707","-3521748.93611111_-807131.929577465",33,32,7,1,4
"13708","-3425262.66388889_-807131.929577465",32,31,6,0,4
"13709","-3328776.39166667_-807131.929577465",28,27,5,0,4
"13710","1206078.40277778_-807131.929577465",29,29,22,5,7
"13711","1302564.675_-807131.929577465",27,27,20,3,7
"13712","1399050.94722222_-807131.929577465",25,25,19,3,6
"13713","1495537.21944444_-807131.929577465",26,26,18,1,8
"13714","1592023.49166667_-807131.929577465",28,28,21,2,7
"13715","1688509.76388889_-807131.929577465",28,28,20,1,8
"13716","1784996.03611111_-807131.929577465",27,27,20,1,7
"13717","1881482.30833333_-807131.929577465",28,28,22,2,6
"13718","1977968.58055555_-807131.929577465",28,28,22,2,6
"13719","2074454.85277778_-807131.929577465",28,28,21,1,7
"13720","2170941.125_-807131.929577465",28,28,21,1,7
"13721","2267427.39722222_-807131.929577465",28,28,21,1,7
"13722","2363913.66944445_-807131.929577465",29,29,21,1,8
"13723","2460399.94166667_-807131.929577465",31,31,22,1,9
"13724","2556886.21388889_-807131.929577465",32,32,23,2,9
"13725","2653372.48611111_-807131.929577465",33,33,23,2,10
"13726","2749858.75833333_-807131.929577465",37,37,24,2,13
"13727","2846345.03055555_-807131.929577465",47,47,39,9,5
"13728","2942831.30277778_-807131.929577465",47,47,41,10,0
"13729","3039317.575_-807131.929577465",48,48,39,8,2
"13730","3135803.84722222_-807131.929577465",47,47,38,7,2
"13731","3232290.11944444_-807131.929577465",47,47,39,7,1
"13732","3328776.39166667_-807131.929577465",51,51,41,7,3
"13733","3425262.66388889_-807131.929577465",52,52,41,7,3
"13734","3521748.93611111_-807131.929577465",51,51,35,4,8
"13735","3618235.20833333_-807131.929577465",49,49,34,4,8
"13736","3714721.48055556_-807131.929577465",45,45,33,4,6
"13737","3811207.75277778_-807131.929577465",35,35,26,1,9
"13738","10179301.7194444_-807131.929577465",18,17,9,5,4
"13739","10275787.9916667_-807131.929577465",18,17,7,3,6
"13740","10372274.2638889_-807131.929577465",17,16,6,2,6
"13741","10468760.5361111_-807131.929577465",17,16,5,1,7
"13742","10661733.0805556_-807131.929577465",18,17,5,1,8
"13743","10758219.3527778_-807131.929577465",18,17,4,0,9
"13744","11433623.2583333_-807131.929577465",1,0,1,0,0
"13745","11626595.8027778_-807131.929577465",1,0,1,0,0
"13746","11723082.075_-807131.929577465",1,0,1,0,0
"13747","11819568.3472222_-807131.929577465",1,0,1,0,0
"13748","12012540.8916667_-807131.929577465",1,0,1,0,0
"13749","12205513.4361111_-807131.929577465",1,0,1,0,0
"13750","12494972.2527778_-807131.929577465",1,0,1,0,0
"13751","12591458.525_-807131.929577465",1,0,1,0,0
"13752","12687944.7972222_-807131.929577465",1,0,1,0,0
"13753","12784431.0694444_-807131.929577465",1,0,1,0,0
"13754","12977403.6138889_-807131.929577465",1,0,1,0,0
"13755","13363348.7027778_-807131.929577465",2,1,2,0,0
"13756","13459834.975_-807131.929577465",2,1,2,0,0
"13757","13556321.2472222_-807131.929577465",1,0,1,0,0
"13758","13652807.5194444_-807131.929577465",1,0,1,0,0
"13759","13749293.7916667_-807131.929577465",5,4,1,0,0
"13760","13845780.0638889_-807131.929577465",5,4,1,0,0
"13761","13942266.3361111_-807131.929577465",5,4,1,0,0
"13762","14038752.6083333_-807131.929577465",5,4,1,0,0
"13763","14135238.8805556_-807131.929577465",5,4,1,0,0
"13764","14231725.1527778_-807131.929577465",4,3,1,0,0
"13765","14328211.425_-807131.929577465",1,0,1,0,0
"13766","14424697.6972222_-807131.929577465",1,0,1,0,0
"13767","14521183.9694444_-807131.929577465",1,0,1,0,0
"13768","14617670.2416667_-807131.929577465",1,0,1,0,0
"13769","14907129.0583333_-807131.929577465",1,0,1,0,0
"13770","15003615.3305556_-807131.929577465",1,0,1,0,0
"13771","15100101.6027778_-807131.929577465",1,0,1,0,0
"13772","-7767144.91388889_-903646.887323944",4,3,2,0,2
"13773","-7670658.64166667_-903646.887323944",11,10,7,1,2
"13774","-7574172.36944444_-903646.887323944",16,15,9,3,2
"13775","-7477686.09722222_-903646.887323944",27,26,16,8,1
"13776","-7381199.825_-903646.887323944",30,29,15,7,2
"13777","-7284713.55277778_-903646.887323944",29,28,16,7,0
"13778","-7188227.28055556_-903646.887323944",27,26,14,6,0
"13779","-7091741.00833333_-903646.887323944",27,26,14,6,0
"13780","-6995254.73611111_-903646.887323944",28,27,14,6,0
"13781","-6898768.46388889_-903646.887323944",29,28,14,6,0
"13782","-6802282.19166667_-903646.887323944",29,28,14,6,0
"13783","-6705795.91944444_-903646.887323944",30,29,14,6,0
"13784","-6609309.64722222_-903646.887323944",30,29,14,6,0
"13785","-6512823.375_-903646.887323944",30,29,14,6,0
"13786","-6416337.10277778_-903646.887323944",30,29,14,6,0
"13787","-6319850.83055556_-903646.887323944",33,32,14,6,0
"13788","-6223364.55833333_-903646.887323944",33,32,14,6,0
"13789","-6126878.28611111_-903646.887323944",33,32,14,6,0
"13790","-6030392.01388889_-903646.887323944",32,31,13,5,0
"13791","-5933905.74166667_-903646.887323944",32,31,12,5,1
"13792","-5837419.46944444_-903646.887323944",33,32,12,5,1
"13793","-5740933.19722222_-903646.887323944",33,32,12,5,1
"13794","-5644446.925_-903646.887323944",33,32,12,5,1
"13795","-5547960.65277778_-903646.887323944",35,34,12,5,1
"13796","-5451474.38055556_-903646.887323944",41,40,12,5,1
"13797","-5354988.10833333_-903646.887323944",41,40,12,5,1
"13798","-5258501.83611111_-903646.887323944",41,40,12,5,1
"13799","-5162015.56388889_-903646.887323944",46,45,12,5,2
"13800","-5065529.29166667_-903646.887323944",45,44,13,5,1
"13801","-4969043.01944445_-903646.887323944",45,44,13,5,1
"13802","-4872556.74722222_-903646.887323944",46,45,14,5,1
"13803","-4776070.475_-903646.887323944",46,45,14,5,1
"13804","-4679584.20277778_-903646.887323944",45,44,13,4,1
"13805","-4583097.93055556_-903646.887323944",47,46,13,4,3
"13806","-4486611.65833333_-903646.887323944",46,45,13,4,2
"13807","-4390125.38611111_-903646.887323944",46,45,13,4,1
"13808","-4293639.11388889_-903646.887323944",38,37,11,3,1
"13809","-4197152.84166667_-903646.887323944",38,37,11,3,1
"13810","-4100666.56944444_-903646.887323944",36,35,10,3,1
"13811","-4004180.29722222_-903646.887323944",36,35,9,2,2
"13812","-3907694.025_-903646.887323944",37,36,7,1,5
"13813","-3811207.75277778_-903646.887323944",34,33,7,1,5
"13814","-3714721.48055555_-903646.887323944",33,32,7,1,4
"13815","-3618235.20833333_-903646.887323944",33,32,7,1,4
"13816","-3521748.93611111_-903646.887323944",33,32,7,1,4
"13817","-3425262.66388889_-903646.887323944",33,32,7,1,4
"13818","-3328776.39166667_-903646.887323944",30,29,5,0,4
"13819","1206078.40277778_-903646.887323944",24,24,16,1,8
"13820","1302564.675_-903646.887323944",25,25,18,3,7
"13821","1399050.94722222_-903646.887323944",25,25,19,3,6
"13822","1495537.21944444_-903646.887323944",25,25,17,1,8
"13823","1592023.49166667_-903646.887323944",28,28,21,2,7
"13824","1688509.76388889_-903646.887323944",28,28,21,2,7
"13825","1784996.03611111_-903646.887323944",28,28,20,1,8
"13826","1881482.30833333_-903646.887323944",28,28,23,3,5
"13827","1977968.58055555_-903646.887323944",28,28,23,3,5
"13828","2074454.85277778_-903646.887323944",28,28,23,3,5
"13829","2170941.125_-903646.887323944",30,30,25,3,5
"13830","2267427.39722222_-903646.887323944",29,29,22,2,7
"13831","2363913.66944445_-903646.887323944",29,29,21,2,8
"13832","2460399.94166667_-903646.887323944",31,31,22,2,9
"13833","2556886.21388889_-903646.887323944",32,32,23,2,9
"13834","2653372.48611111_-903646.887323944",33,33,23,2,10
"13835","2749858.75833333_-903646.887323944",40,40,24,1,13
"13836","2846345.03055555_-903646.887323944",41,41,26,2,12
"13837","2942831.30277778_-903646.887323944",46,46,39,8,1
"13838","3039317.575_-903646.887323944",48,48,40,8,0
"13839","3135803.84722222_-903646.887323944",49,49,41,8,0
"13840","3232290.11944444_-903646.887323944",48,48,39,7,1
"13841","3328776.39166667_-903646.887323944",51,51,41,8,2
"13842","3425262.66388889_-903646.887323944",52,52,42,8,2
"13843","3521748.93611111_-903646.887323944",52,52,41,9,3
"13844","3618235.20833333_-903646.887323944",47,47,38,7,3
"13845","3714721.48055556_-903646.887323944",47,47,37,6,4
"13846","3811207.75277778_-903646.887323944",36,36,28,2,8
"13847","10179301.7194444_-903646.887323944",17,16,9,5,3
"13848","10275787.9916667_-903646.887323944",18,17,8,4,5
"13849","10372274.2638889_-903646.887323944",18,17,8,4,5
"13850","10468760.5361111_-903646.887323944",17,16,6,2,6
"13851","10565246.8083333_-903646.887323944",18,17,6,2,7
"13852","10661733.0805556_-903646.887323944",18,17,5,1,8
"13853","10758219.3527778_-903646.887323944",16,15,5,1,6
"13854","10854705.625_-903646.887323944",16,15,4,0,7
"13855","10951191.8972222_-903646.887323944",3,2,2,0,1
"13856","11047678.1694444_-903646.887323944",2,1,2,0,0
"13857","11144164.4416667_-903646.887323944",2,1,1,0,1
"13858","11240650.7138889_-903646.887323944",1,0,1,0,0
"13859","11337136.9861111_-903646.887323944",1,0,1,0,0
"13860","11433623.2583333_-903646.887323944",1,0,1,0,0
"13861","11530109.5305556_-903646.887323944",1,0,1,0,0
"13862","11626595.8027778_-903646.887323944",2,1,2,0,0
"13863","11723082.075_-903646.887323944",1,0,1,0,0
"13864","12398485.9805556_-903646.887323944",1,0,1,0,0
"13865","12494972.2527778_-903646.887323944",1,0,1,0,0
"13866","12591458.525_-903646.887323944",1,0,1,0,0
"13867","12687944.7972222_-903646.887323944",1,0,1,0,0
"13868","12784431.0694444_-903646.887323944",1,0,1,0,0
"13869","12977403.6138889_-903646.887323944",1,0,1,0,0
"13870","13363348.7027778_-903646.887323944",2,1,2,0,0
"13871","13459834.975_-903646.887323944",2,1,2,0,0
"13872","13556321.2472222_-903646.887323944",2,1,2,0,0
"13873","13652807.5194444_-903646.887323944",2,1,2,0,0
"13874","13749293.7916667_-903646.887323944",5,4,2,0,0
"13875","13845780.0638889_-903646.887323944",6,5,2,0,0
"13876","13942266.3361111_-903646.887323944",5,4,1,0,0
"13877","14038752.6083333_-903646.887323944",5,4,1,0,0
"13878","14135238.8805556_-903646.887323944",6,5,2,1,0
"13879","14231725.1527778_-903646.887323944",6,5,2,1,0
"13880","15003615.3305556_-903646.887323944",1,0,1,0,0
"13881","15100101.6027778_-903646.887323944",1,0,1,0,0
"13882","15196587.875_-903646.887323944",1,0,1,0,0
"13883","15293074.1472222_-903646.887323944",1,0,1,0,0
"13884","-7670658.64166667_-1000161.84507042",8,7,4,0,3
"13885","-7574172.36944444_-1000161.84507042",16,15,7,1,4
"13886","-7477686.09722222_-1000161.84507042",20,19,12,5,1
"13887","-7381199.825_-1000161.84507042",31,30,16,7,2
"13888","-7284713.55277778_-1000161.84507042",31,30,16,7,2
"13889","-7188227.28055556_-1000161.84507042",28,27,15,6,0
"13890","-7091741.00833333_-1000161.84507042",28,27,14,6,0
"13891","-6995254.73611111_-1000161.84507042",28,27,14,6,0
"13892","-6898768.46388889_-1000161.84507042",28,27,14,6,0
"13893","-6802282.19166667_-1000161.84507042",29,28,14,6,0
"13894","-6705795.91944444_-1000161.84507042",30,29,14,6,0
"13895","-6609309.64722222_-1000161.84507042",30,29,14,6,0
"13896","-6512823.375_-1000161.84507042",30,29,14,6,0
"13897","-6416337.10277778_-1000161.84507042",30,29,14,6,0
"13898","-6319850.83055556_-1000161.84507042",33,32,14,6,0
"13899","-6223364.55833333_-1000161.84507042",33,32,14,6,0
"13900","-6126878.28611111_-1000161.84507042",33,32,13,6,1
"13901","-6030392.01388889_-1000161.84507042",32,31,12,5,1
"13902","-5933905.74166667_-1000161.84507042",33,32,12,5,1
"13903","-5837419.46944444_-1000161.84507042",33,32,12,5,1
"13904","-5740933.19722222_-1000161.84507042",33,32,12,5,1
"13905","-5644446.925_-1000161.84507042",35,34,12,5,1
"13906","-5547960.65277778_-1000161.84507042",39,38,12,5,1
"13907","-5451474.38055556_-1000161.84507042",41,40,12,5,1
"13908","-5354988.10833333_-1000161.84507042",41,40,12,5,1
"13909","-5258501.83611111_-1000161.84507042",45,44,12,5,1
"13910","-5162015.56388889_-1000161.84507042",45,44,12,5,1
"13911","-5065529.29166667_-1000161.84507042",44,43,13,5,0
"13912","-4969043.01944445_-1000161.84507042",44,43,13,5,0
"13913","-4872556.74722222_-1000161.84507042",45,44,13,5,1
"13914","-4776070.475_-1000161.84507042",46,45,14,5,1
"13915","-4679584.20277778_-1000161.84507042",48,47,14,5,3
"13916","-4583097.93055556_-1000161.84507042",46,45,14,5,1
"13917","-4486611.65833333_-1000161.84507042",47,46,13,4,2
"13918","-4390125.38611111_-1000161.84507042",46,45,12,3,2
"13919","-4293639.11388889_-1000161.84507042",39,38,11,3,2
"13920","-4197152.84166667_-1000161.84507042",37,36,10,3,1
"13921","-4100666.56944444_-1000161.84507042",37,36,10,3,1
"13922","-4004180.29722222_-1000161.84507042",37,36,8,1,3
"13923","-3907694.025_-1000161.84507042",37,36,7,1,5
"13924","-3811207.75277778_-1000161.84507042",34,33,7,1,5
"13925","-3714721.48055555_-1000161.84507042",34,33,7,1,5
"13926","-3618235.20833333_-1000161.84507042",33,32,7,1,4
"13927","-3521748.93611111_-1000161.84507042",33,32,7,1,4
"13928","-3425262.66388889_-1000161.84507042",33,32,7,1,4
"13929","-3328776.39166667_-1000161.84507042",30,29,5,0,4
"13930","1206078.40277778_-1000161.84507042",23,23,15,1,8
"13931","1302564.675_-1000161.84507042",25,25,18,3,7
"13932","1399050.94722222_-1000161.84507042",26,26,18,2,8
"13933","1495537.21944444_-1000161.84507042",25,25,18,2,7
"13934","1592023.49166667_-1000161.84507042",26,26,19,2,7
"13935","1688509.76388889_-1000161.84507042",28,28,22,3,6
"13936","1784996.03611111_-1000161.84507042",28,28,22,3,6
"13937","1881482.30833333_-1000161.84507042",28,28,23,3,5
"13938","1977968.58055555_-1000161.84507042",28,28,23,3,5
"13939","2074454.85277778_-1000161.84507042",31,31,26,3,5
"13940","2170941.125_-1000161.84507042",30,30,25,3,5
"13941","2267427.39722222_-1000161.84507042",28,28,21,2,7
"13942","2363913.66944445_-1000161.84507042",30,30,21,1,9
"13943","2460399.94166667_-1000161.84507042",31,31,22,1,9
"13944","2556886.21388889_-1000161.84507042",36,36,24,1,9
"13945","2653372.48611111_-1000161.84507042",38,38,25,2,10
"13946","2749858.75833333_-1000161.84507042",38,38,23,1,12
